"matrix_taxon","vto","vto_label"
"Aphyocheirodon hemigrammus","http://purl.obolibrary.org/obo/VTO_0038120","Aphyocheirodon hemigrammus"
"Saccoderma melanostigma","http://purl.obolibrary.org/obo/VTO_0038124","Saccoderma melanostigma"
"Odontostilbe fugitiva","http://purl.obolibrary.org/obo/VTO_0038128","Odontostilbe fugitiva"
"Cheirodon affinis","http://purl.obolibrary.org/obo/VTO_0038135","Pseudocheirodon arnoldi"
"Pseudocheirodon arnoldi","http://purl.obolibrary.org/obo/VTO_0038135","Pseudocheirodon arnoldi"
"Prodontocharax melanotus","http://purl.obolibrary.org/obo/VTO_0038138","Prodontocharax melanotus"
"Nanocheirodon n. gen.","http://purl.obolibrary.org/obo/VTO_0038140","Nanocheirodon"
"Bryconella pallidifrons","http://purl.obolibrary.org/obo/VTO_0038155","Bryconella pallidifrons"
"Hollandichthys multifasciatus","http://purl.obolibrary.org/obo/VTO_0038158","Hollandichthys multifasciatus"
"Astyanax eigenmanniorum","http://purl.obolibrary.org/obo/VTO_0038177","Astyanax eigenmanniorum"
"Astyanax parahybae","http://purl.obolibrary.org/obo/VTO_0038219","Astyanax parahybae"
"Piabarchus analis","http://purl.obolibrary.org/obo/VTO_0038268","Piabarchus analis"
"Megalamphodus uruguayensis","http://purl.obolibrary.org/obo/VTO_0038304","Hyphessobrycon uruguayensis"
"Hyphessobrycon bifasciatus","http://purl.obolibrary.org/obo/VTO_0038313","Hyphessobrycon bifasciatus"
"Probolodus heterostomus","http://purl.obolibrary.org/obo/VTO_0038338","Probolodus heterostomus"
"Creagrutus peruanus","http://purl.obolibrary.org/obo/VTO_0038355","Creagrutus peruanus"
"Creagrutus paraguayensis","http://purl.obolibrary.org/obo/VTO_0038357","Creagrutus paraguayensis"
"Creagrutus meridionalis","http://purl.obolibrary.org/obo/VTO_0038359","Creagrutus meridionalis"
"Agoniates anchovia","http://purl.obolibrary.org/obo/VTO_0038378","Agoniates anchovia"
"Agoniates halecinus","http://purl.obolibrary.org/obo/VTO_0038379","Agoniates halecinus"
"Leptagoniates steindachneri","http://purl.obolibrary.org/obo/VTO_0038387","Leptagoniates steindachneri"
"Leptagoniates pi","http://purl.obolibrary.org/obo/VTO_0038388","Leptagoniates pi"
"Prionobrama paraguayensis","http://purl.obolibrary.org/obo/VTO_0038390","Prionobrama paraguayensis"
"Prionobrama filigera","http://purl.obolibrary.org/obo/VTO_0038391","Prionobrama filigera"
"Paragoniates alburnus","http://purl.obolibrary.org/obo/VTO_0038393","Paragoniates alburnus"
"Aphyocharax dentatus","http://purl.obolibrary.org/obo/VTO_0038402","Aphyocharax dentatus"
"Gephyrocharax atricaudatus","http://purl.obolibrary.org/obo/VTO_0038411","Gephyrocharax atracaudatus"
"Tyttocharax madeirae","http://purl.obolibrary.org/obo/VTO_0038414","Tyttocharax madeirae"
"Pseudocorynopoma heterandria","http://purl.obolibrary.org/obo/VTO_0038417","Pseudocorynopoma heterandria"
"Xenurobrycon pteropus","http://purl.obolibrary.org/obo/VTO_0038419","Xenurobrycon pteropus"
"Planaltina myersi","http://purl.obolibrary.org/obo/VTO_0038423","Planaltina myersi"
"Glandulocauda melanogenys","http://purl.obolibrary.org/obo/VTO_0038426","Glandulocauda melanogenys"
"Phagoborus ornatus","http://purl.obolibrary.org/obo/VTO_0038445","Ichthyborus ornatus"
"Citharinus gibbosus","http://purl.obolibrary.org/obo/VTO_0038454","Citharinus gibbosus"
"Boulengerella lateristriga","http://purl.obolibrary.org/obo/VTO_0038464","Boulengerella lateristriga"
"Prochilodus reticulatus","http://purl.obolibrary.org/obo/VTO_0038477","Prochilodus reticulatus"
"Steindachnerina elegans","http://purl.obolibrary.org/obo/VTO_0038503","Steindachnerina elegans"
"Curimatella dorsalis","http://purl.obolibrary.org/obo/VTO_0038516","Curimatella dorsalis"
"Curimata inornata","http://purl.obolibrary.org/obo/VTO_0038523","Curimata inornata"
"Gasteropelecus sternicla","http://purl.obolibrary.org/obo/VTO_0038530","Gasteropelecus sternicla"
"Cynodontidae","http://purl.obolibrary.org/obo/VTO_0038537","Cynodontidae"
"Roestes ogilviei","http://purl.obolibrary.org/obo/VTO_0038539","Roestes ogilviei"
"Gilbertolus maracaiboensis","http://purl.obolibrary.org/obo/VTO_0038541","Gilbertolus maracaiboensis"
"Distichodus maculatus","http://purl.obolibrary.org/obo/VTO_0038586","Distichodus maculatus"
"Petulanos plicatus","http://purl.obolibrary.org/obo/VTO_0064713","Petulanos plicatus"
"Petulanos intermedius","http://purl.obolibrary.org/obo/VTO_0064714","Petulanos intermedius"
"Gnathodolus bidens","http://purl.obolibrary.org/obo/VTO_0064717","Gnathodolus bidens"
"Abramites sp.","http://purl.obolibrary.org/obo/VTO_0064718","Abramites sp. (Fink and Fink 1981)"
"Abramites hypselonotus","http://purl.obolibrary.org/obo/VTO_0064719","Abramites hypselonotus"
"Leporinus cf. friderici","http://purl.obolibrary.org/obo/VTO_0064729","Leporinus cf. friderici (Sidlauskas and Vari 2008)"
"Leporinus falcipinnis","http://purl.obolibrary.org/obo/VTO_0064744","Leporinus falcipinnis"
"Leporinus cf. niceforoi","http://purl.obolibrary.org/obo/VTO_0064748","Leporinus cf. niceforoi (Sidlauskas and Vari 2008)"
"Leporinus species","http://purl.obolibrary.org/obo/VTO_0064751","Leporinus sp. (Sidlauskas and Vari 2008)"
"Leporinus pellegrinii","http://purl.obolibrary.org/obo/VTO_0064759","Leporinus pellegrinii"
"Leporinus agassizi","http://purl.obolibrary.org/obo/VTO_0064760","Leporinus agassizii"
"Leporinus cf. fasciatus","http://purl.obolibrary.org/obo/VTO_0064769","Leporinus cf. fasciatus (Sidlauskas and Vari 2008)"
"Leporinus cf. moralesi","http://purl.obolibrary.org/obo/VTO_0064783","Leporinus cf. moralesi (Sidlauskas and Vari 2008)"
"Leporinus aripuanaensis","http://purl.obolibrary.org/obo/VTO_0064784","Leporinus aripuanaensis"
"Leporinus jatuncochi","http://purl.obolibrary.org/obo/VTO_0064785","Leporinus jatuncochi"
"Leporinus tigrinus","http://purl.obolibrary.org/obo/VTO_0064786","Leporinus tigrinus"
"Leporinus gomesi","http://purl.obolibrary.org/obo/VTO_0064788","Leporinus gomesi"
"Leporinus cf. ecuadorensis","http://purl.obolibrary.org/obo/VTO_0064795","Leporinus cf. ecuadorensis (Sidlauskas and Vari 2008)"
"Leporinus ortomaculatus","http://purl.obolibrary.org/obo/VTO_0064800","Leporinus ortomaculatus"
"Laemolyta proxima","http://purl.obolibrary.org/obo/VTO_0064804","Laemolyta proxima"
"Laemolyta taeniata","http://purl.obolibrary.org/obo/VTO_0064806","Laemolyta taeniata"
"Laemolyta species","http://purl.obolibrary.org/obo/VTO_0064807","Laemolyta sp. (Sidlauskas and Vari 2008)"
"Laemolyta orinocensis","http://purl.obolibrary.org/obo/VTO_0064808","Laemolyta orinocensis"
"Laemolyta garmani","http://purl.obolibrary.org/obo/VTO_0064809","Laemolyta garmani"
"Leporellus pictus","http://purl.obolibrary.org/obo/VTO_0064811","Leporellus pictus"
"Rhytiodus argenteofuscus","http://purl.obolibrary.org/obo/VTO_0064813","Rhytiodus argenteofuscus"
"Rhytiodus lauzannei","http://purl.obolibrary.org/obo/VTO_0064814","Rhytiodus lauzannei"
"Synaptolaemus cingulatus","http://purl.obolibrary.org/obo/VTO_0064817","Synaptolaemus cingulatus"
"Sartor elongatus","http://purl.obolibrary.org/obo/VTO_0064819","Sartor elongatus"
"Schizodon vittatus","http://purl.obolibrary.org/obo/VTO_0064822","Schizodon vittatus"
"Schizodon scotorhabdotus","http://purl.obolibrary.org/obo/VTO_0064823","Schizodon scotorhabdotus"
"Schizodon isognathus","http://purl.obolibrary.org/obo/VTO_0064829","Schizodon isognathus"
"Anostomoides laticeps","http://purl.obolibrary.org/obo/VTO_0064834","Anostomoides laticeps"
"Pseudanos trimaculatus","http://purl.obolibrary.org/obo/VTO_0064838","Pseudanos trimaculatus"
"Pseudanos irinae","http://purl.obolibrary.org/obo/VTO_0064839","Pseudanos irinae"
"Pseudanos winterbottomi","http://purl.obolibrary.org/obo/VTO_0064840","Pseudanos winterbottomi"
"Pseudanos gracilis","http://purl.obolibrary.org/obo/VTO_0064841","Pseudanos gracilis"
"Leporinus despaxi","http://purl.obolibrary.org/obo/VTO_0064843","Hypomasticus despaxi"
"Hypomasticus despaxi","http://purl.obolibrary.org/obo/VTO_0064843","Hypomasticus despaxi"
"Hypomasticus mormyrops","http://purl.obolibrary.org/obo/VTO_0064844","Hypomasticus mormyrops"
"Hypomasticus pachycheilus","http://purl.obolibrary.org/obo/VTO_0064845","Hypomasticus pachycheilus"
"Hypomasticus megalepis","http://purl.obolibrary.org/obo/VTO_0064847","Hypomasticus megalepis"
"Mesoborus sp.","http://purl.obolibrary.org/obo/VTO_0064853","Mesoborus sp. (Fink and Fink 1981)"
"Mesoborus sp.","http://purl.obolibrary.org/obo/VTO_0064854","Mesoborus sp. (Vari 1995)"
"Hemistichodus sp.","http://purl.obolibrary.org/obo/VTO_0064855","Hemistichodus sp. (Vari 1995)"
"Phago intermedius","http://purl.obolibrary.org/obo/VTO_0064862","Phago intermedius"
"Eugnathichthys sp.","http://purl.obolibrary.org/obo/VTO_0064865","Eugnathichthys sp. (Vari 1995)"
"Distichodus sp.","http://purl.obolibrary.org/obo/VTO_0064867","Distichodus sp. (Sidlauskas and Vari 2008)"
"Distichodus sp.","http://purl.obolibrary.org/obo/VTO_0064872","Distichodus sp. (Vari 1995)"
"Distichodus sp.","http://purl.obolibrary.org/obo/VTO_0064876","Distichodus sp. (de Pinna 1993)"
"Distichodus sp.","http://purl.obolibrary.org/obo/VTO_0064877","Distichodus sp. (Fink and Fink 1981)"
"Nannocharax seyboldi","http://purl.obolibrary.org/obo/VTO_0064886","Nannocharax fasciatus"
"Nannocharax intermedius","http://purl.obolibrary.org/obo/VTO_0064897","Nannocharax intermedius"
"Congocharax olbrechtsi","http://purl.obolibrary.org/obo/VTO_0064910","Congocharax olbrechtsi"
"Ichthyborus besse","http://purl.obolibrary.org/obo/VTO_0064911","Ichthyborus besse"
"Ichthyborus sp.","http://purl.obolibrary.org/obo/VTO_0064912","Ichthyborus sp. (Fink and Fink 1981)"
"Ichthyborus quadrilineatus","http://purl.obolibrary.org/obo/VTO_0064913","Ichthyborus quadrilineatus"
"Paradistichodus dimidiatus","http://purl.obolibrary.org/obo/VTO_0064923","Paradistichodus dimidiatus"
"Acestrorhynchus maculipinna","http://purl.obolibrary.org/obo/VTO_0064927","Acestrorhynchus maculipinna"
"Acestrorhynchus isalineae","http://purl.obolibrary.org/obo/VTO_0064928","Acestrorhynchus isalineae"
"Hemiodus sp.","http://purl.obolibrary.org/obo/VTO_0064936","Hemiodus sp. (Fink and Fink 1981)"
"Hemiodopsis microlepis","http://purl.obolibrary.org/obo/VTO_0064937","Hemiodus microlepis"
"Hemiodus notatus","http://purl.obolibrary.org/obo/VTO_0064938","Hemiodus unimaculatus"
"Hemiodus unimaculatus","http://purl.obolibrary.org/obo/VTO_0064938","Hemiodus unimaculatus"
"Hemiodus sp.","http://purl.obolibrary.org/obo/VTO_0064939","Hemiodus sp. (Toledo-Piza 2000)"
"Hemiodus semitaeniatus","http://purl.obolibrary.org/obo/VTO_0064940","Hemiodus semitaeniatus"
"Hemiodus quadrimaculatus","http://purl.obolibrary.org/obo/VTO_0064946","Hemiodus quadrimaculatus"
"Hemiodus ocellatus","http://purl.obolibrary.org/obo/VTO_0064947","Hemiodus argenteus"
"Anodus melanopogon","http://purl.obolibrary.org/obo/VTO_0064953","Anodus elongatus"
"Anodus elongatus","http://purl.obolibrary.org/obo/VTO_0064953","Anodus elongatus"
"Argonectes scapularis","http://purl.obolibrary.org/obo/VTO_0064955","Argonectes longiceps"
"Chalceus spilogyros","http://purl.obolibrary.org/obo/VTO_0064960","Chalceus spilogyros"
"Chalceus guaporensis","http://purl.obolibrary.org/obo/VTO_0064961","Chalceus guaporensis"
"Paradon caliensis","http://purl.obolibrary.org/obo/VTO_0064964","Parodon caliensis"
"Parodon suborbitalis","http://purl.obolibrary.org/obo/VTO_0064970","Parodon suborbitalis"
"Parodon guyanensis","http://purl.obolibrary.org/obo/VTO_0064971","Parodon guyanensis"
"Saccodon wagneri","http://purl.obolibrary.org/obo/VTO_0064974","Saccodon wagneri"
"Saccodon dariensis","http://purl.obolibrary.org/obo/VTO_0064976","Saccodon dariensis"
"Apareidon dariensis","http://purl.obolibrary.org/obo/VTO_0064976","Saccodon dariensis"
"Apareiodon sp.","http://purl.obolibrary.org/obo/VTO_0064979","Apareiodon sp. (Fink and Fink 1981)"
"Apareiodon piracicaba","http://purl.obolibrary.org/obo/VTO_0064984","Apareiodon piracicabae"
"Phenacogaster jancupa","http://purl.obolibrary.org/obo/VTO_0064993","Phenacogaster jancupa"
"Monotocheirodon pearsoni","http://purl.obolibrary.org/obo/VTO_0065002","Monotocheirodon pearsoni"
"Scopaeocharax rhinodus","http://purl.obolibrary.org/obo/VTO_0065005","Scopaeocharax rhinodus"
"Scopaeocharax atopodus","http://purl.obolibrary.org/obo/VTO_0065006","Scopaeocharax atopodus"
"Scopaeocharax sp","http://purl.obolibrary.org/obo/VTO_0065007","Scopaeocharax sp. (Burns et al 1995)"
"Attonitus bounites","http://purl.obolibrary.org/obo/VTO_0065009","Attonitus bounites"
"Rhoadsia altipinna","http://purl.obolibrary.org/obo/VTO_0065024","Rhoadsia altipinna"
"Crassigyrius","http://purl.obolibrary.org/obo/VTO_9000765","Crassigyrinus scoticus"
  , "http://purl.obolibrary.org/obo/VTO_9000765","Crassigyrinus scoticus"
"Colosteus scutellatus","http://purl.obolibrary.org/obo/VTO_9000766","Colosteus scutellatus"
"Colosteus_scutellatus","http://purl.obolibrary.org/obo/VTO_9000766","Colosteus scutellatus"
"Acherontiscus caledoniae","http://purl.obolibrary.org/obo/VTO_9000767","Acherontiscus caledoniae"
"Acherontiscus_caledoniae","http://purl.obolibrary.org/obo/VTO_9000767","Acherontiscus caledoniae"
"Acherontiscus","http://purl.obolibrary.org/obo/VTO_9000767","Acherontiscus caledoniae"
"Shenzousaurus","http://purl.obolibrary.org/obo/VTO_9021661","Shenzhousaurus orientalis"
"Shenzhousaurus orientalis","http://purl.obolibrary.org/obo/VTO_9021661","Shenzhousaurus orientalis"
"Rodhocetus balochistanensis","http://purl.obolibrary.org/obo/VTO_9021684","Rodhocetus balochistanensis"
"Artiocetus clavis","http://purl.obolibrary.org/obo/VTO_9021685","Artiocetus clavis"
"Sinornithomimus","http://purl.obolibrary.org/obo/VTO_9021699","Sinornithomimus dongi"
"Archegosaurus","http://purl.obolibrary.org/obo/VTO_9021969","Archegosaurus decheni"
"Densignathus","http://purl.obolibrary.org/obo/VTO_9022020","Densignathus"
"Rinchenia mongoliensis","http://purl.obolibrary.org/obo/VTO_9022031","Rinchenia mongoliensis"
"Metaxygnathus","http://purl.obolibrary.org/obo/VTO_9022046","Metaxygnathus"
"Segnosaurus galbinensis","http://purl.obolibrary.org/obo/VTO_9022142","Segnosaurus galbinensis"
"Achillobator giganticus","http://purl.obolibrary.org/obo/VTO_9022214","Achillobator giganticus"
"Erlikosaurus andrewsi","http://purl.obolibrary.org/obo/VTO_9022340","Erlikosaurus andrewsi"
"Anserimimus planinychus","http://purl.obolibrary.org/obo/VTO_9022345","Anserimimus planinychus"
"Harpymimus okladnikovi","http://purl.obolibrary.org/obo/VTO_9022347","Harpymimus okladnikovi"
"Riojasuchus tenuisceps","http://purl.obolibrary.org/obo/VTO_9022352","Riojasuchus tenuisceps"
"Ianthasaurushardestii","http://purl.obolibrary.org/obo/VTO_9022367","Ianthasaurus hardestiorum"
"Petrolacosaurus kansensis","http://purl.obolibrary.org/obo/VTO_9022368","Petrolacosaurus kansensis"
"Petrolacosaurus_kansensis","http://purl.obolibrary.org/obo/VTO_9022368","Petrolacosaurus kansensis"
"Cutleriawilmarthi","http://purl.obolibrary.org/obo/VTO_9022401","Cutleria wilmarthi"
"Pantylus","http://purl.obolibrary.org/obo/VTO_9022403","Pantylus cordatus"
"Pantylus cordatus","http://purl.obolibrary.org/obo/VTO_9022403","Pantylus cordatus"
"Pantylus_cordatus","http://purl.obolibrary.org/obo/VTO_9022403","Pantylus cordatus"
"Zalambdalestes lechei","http://purl.obolibrary.org/obo/VTO_9022418","Zalambdalestes lechei"
"Synapsida","http://purl.obolibrary.org/obo/VTO_9022752","Synapsida"
  , "http://purl.obolibrary.org/obo/VTO_9022989","Sauripterus"
"Heterostraci","http://purl.obolibrary.org/obo/VTO_9023366","Heterostraci"
"Anthracosauroidea","http://purl.obolibrary.org/obo/VTO_9023510","Anthracosauroidea"
"Morganucodontidae","http://purl.obolibrary.org/obo/VTO_9023997","Morganucodontidae"
"Biarmosuchia","http://purl.obolibrary.org/obo/VTO_9027666","Biarmosuchia"
"Nectridea","http://purl.obolibrary.org/obo/VTO_9028450","Nectridea"
"Halecomorphs","http://purl.obolibrary.org/obo/VTO_9030588","Halecomorphi"
"Whatcheeridae","http://purl.obolibrary.org/obo/VTO_9031049","Whatcheeriidae"
"Symmoriidae","http://purl.obolibrary.org/obo/VTO_9032487","Symmoriidae"
"Climatius","http://purl.obolibrary.org/obo/VTO_9033078","Climatius"
"Avimimus portentosus","http://purl.obolibrary.org/obo/VTO_9022460","Avimimus portentosus"
"Archaeopteryx","http://purl.obolibrary.org/obo/VTO_9022461","Archaeopteryx lithographica"
"Archaeopteryx litographica","http://purl.obolibrary.org/obo/VTO_9022461","Archaeopteryx lithographica"
"Oviraptor philoceratops","http://purl.obolibrary.org/obo/VTO_9022462","Oviraptor philoceratops"
"Ornitholestes","http://purl.obolibrary.org/obo/VTO_9022466","Ornitholestes hermanni"
"Ornitholestes hermanni","http://purl.obolibrary.org/obo/VTO_9022466","Ornitholestes hermanni"
"Coelophysis","http://purl.obolibrary.org/obo/VTO_9022478","Coelophysis bauri"
"Coelophysis bauri","http://purl.obolibrary.org/obo/VTO_9022478","Coelophysis bauri"
"Austroraptor cabazai","http://purl.obolibrary.org/obo/VTO_9022715","Austroraptor cabazai"
"Patagopteryx","http://purl.obolibrary.org/obo/VTO_9022733","Patagopteryx deferrariisi"
"Patagopteryx deferrariisi","http://purl.obolibrary.org/obo/VTO_9022733","Patagopteryx deferrariisi"
"Balaur bondoc","http://purl.obolibrary.org/obo/VTO_9022772","Balaur bondoc"
"Screbinodus","http://purl.obolibrary.org/obo/VTO_9022795","Screbinodus"
  , "http://purl.obolibrary.org/obo/VTO_9022795","Screbinodus"
"Diplodoselache","http://purl.obolibrary.org/obo/VTO_9022799","Diplodoselache"
"Harpacanthus","http://purl.obolibrary.org/obo/VTO_9022800","Harpacanthus"
"Medoevia","http://purl.obolibrary.org/obo/VTO_9022802","Medoevia"
"Traquairius spinosus","http://purl.obolibrary.org/obo/VTO_9022813","Traquairius spinosus"
"Traquairius agkistrocephalus","http://purl.obolibrary.org/obo/VTO_9022815","Traquairius agkistrocephalus"
"Vulcanobatrachus mandelai","http://purl.obolibrary.org/obo/VTO_9022816","Vulcanobatrachus mandelai"
"Traquairius nudus","http://purl.obolibrary.org/obo/VTO_9022819","Traquairius nudus"
"Echinochimaera meltoni","http://purl.obolibrary.org/obo/VTO_9022832","Echinochimaera meltoni"
"Echinochimaera snyderi","http://purl.obolibrary.org/obo/VTO_9022834","Echinochimaera snyderi"
"Bealbonn rogaire","http://purl.obolibrary.org/obo/VTO_9022859","Bealbonn rogaire"
"Srianta iarlais","http://purl.obolibrary.org/obo/VTO_9022860","Srianta iarlais"
"Srianta srianta","http://purl.obolibrary.org/obo/VTO_9022861","Srianta srianta"
"Srianta dawsoni","http://purl.obolibrary.org/obo/VTO_9022864","Srianta dawsoni"
"Euconodonta (relationships to or within the vertebrates still debated)","http://purl.obolibrary.org/obo/VTO_9022887","Euconodonta"
"Euphaneropidae","http://purl.obolibrary.org/obo/VTO_9022900","Euphaneropidae"
"Eryops megacephalus","http://purl.obolibrary.org/obo/VTO_9022908","Eryops megacephalus"
"Eryops_megacephalus","http://purl.obolibrary.org/obo/VTO_9022908","Eryops megacephalus"
"Aztecia","http://purl.obolibrary.org/obo/VTO_9022990","Aztecia"
  , "http://purl.obolibrary.org/obo/VTO_9022990","Aztecia"
"Gooloogongia","http://purl.obolibrary.org/obo/VTO_9022994","Gooloogongia"
  , "http://purl.obolibrary.org/obo/VTO_9022994","Gooloogongia"
"Tupilakosaurus","http://purl.obolibrary.org/obo/VTO_9023108","Tupilakosaurus heilmani"
"Tupilakosaurus wetlugensis","http://purl.obolibrary.org/obo/VTO_9023108","Tupilakosaurus heilmani"
"Ornithosuchia","http://purl.obolibrary.org/obo/VTO_9023112","Ornithosuchia"
"Myllokunmingiida","http://purl.obolibrary.org/obo/VTO_9023356","Myllokunmingiida"
"Cocomys lingchaensis","http://purl.obolibrary.org/obo/VTO_9023427","Cocomys"
