matrix_taxon, vto, ott_id
"Notropis rubricroceus", VTO_0040352, ott53715
"Notropis spectrunculus", VTO_0040353, ott53720
"Notropis chlorocephalus", VTO_0040354, ott53725
"Notropis petersoni", VTO_0040356, ott53730
"Notropis uranoscopus", VTO_0040387, ott677040
"Notropis semperasper", VTO_0040389, ott677058
"Notropis wickliffi", VTO_0040391, ott563834
"Notropis ozarcanus", VTO_0040392, ott677055
"Notropis scabriceps", VTO_0040393, ott677050
"Notropis greenei", VTO_0040394, ott103051
"Notropis hypsilepis", VTO_0040395, ott103054
"Notropis chalybaeus", VTO_0040396, ott103071
"Notropis cummingsae", VTO_0040398, ott608193
"Notropis bairdi", VTO_0040401, ott103078
"Notropis atrocaudalis", VTO_0040403, ott103062
"Clupisoma garua", VTO_0036208, ott812575
"Schilbeichthys garua", VTO_0036208, ott812575
"Eutropiichthys vacha", VTO_0036212, ott350498
"Eutropiellus vittata", VTO_0036215, ott1057296
"Ictaluridae", VTO_0036216, ott701513
"Ictalurus pricei", VTO_0036218, ott759346
"Ictalurus lupus", VTO_0036220, ott759352
"Ictalurus furcatus", VTO_0036223, ott362799
"Ictalurus punctatus", VTO_0036225, ott701523
"Noturus gyrinus", VTO_0036235, ott652777
"Schilbeodes gyrinus", VTO_0036235, ott652777
"Noturus gilberti", VTO_0036236, ott652774
"Noturus insignis", VTO_0036237, ott621604
"Noturus hildebrandi", VTO_0036238, ott652781
"Noturus leptacanthus", VTO_0036239, ott621583
"Noturus nocturnus", VTO_0036241, ott621586
"Noturus placidus", VTO_0036242, ott652766
"Noturus exilis", VTO_0036246, ott678206
"Noturus funebris", VTO_0036248, ott139659
"Prietella phreatophila", VTO_0036265, ott1014995
"Ameiurus natalis", VTO_0036274, ott362803
"Ictalurus natalis", VTO_0036274, ott362803
"Ameiurus catus", VTO_0036275, ott976194
"Ictalurus catus", VTO_0036275, ott976194
"Ictalurus nebulosus", VTO_0036278, ott804481
"Ameiurus nebulosus", VTO_0036278, ott804481
"Pylodictis olivaris", VTO_0036282, ott139643
"Pylodictus olivaris", VTO_0036282, ott139643
"Plotosidae", VTO_0036283, ott967343
"Tandanus bostocki", VTO_0036285, ott935100
"Tandanus tandanus", VTO_0036286, ott113084
"Copidoglanis tandanus", VTO_0036286, ott113084
"Neosilurus ater", VTO_0036291, ott215102
"Neosilurus hyrtli", VTO_0036292, ott922066
"Neosilurus argenteus", VTO_0036294, ott922059
"Copidoglanis rendahli", VTO_0036295, ott1020726
"Cnidoglanis macrocephalus", VTO_0036297, ott701869
"Plotosus canius", VTO_0036303, ott970405
"Pimelodidae", VTO_0036306, ott87893
"Pseudoplatystoma fasciatum", VTO_0036314, ott482809
"Parapimelodus valenciennis", VTO_0036328, ott672142
"Brachyplatystoma vaillanti", VTO_0036386, ott678763
"Brachyplatystoma rousseauxi", VTO_0036387, ott678769
"Brachyplatystoma juruense", VTO_0036388, ott566345
"Brachyplatystoma filamentosum", VTO_0036390, ott1077789
"Brachyplatystoma filamentosa", VTO_0036390, ott1077789
"Pinirampus pirinampu", VTO_0036398, ott813445
"Pinirampus typus", VTO_0036398, ott813445
"Pimelodus pictus", VTO_0036400, ott488963
"Pimelodus ornatus", VTO_0036401, ott618288
"Pimelodus blochii", VTO_0036402, ott840989
"Pimelodus albicans", VTO_0036404, ott672144
"Pimelodus maculatus", VTO_0036411, ott386663
"Leiarius pictus", VTO_0036421, ott650088
"Olyridae", VTO_0036423, ott609242
"Pangasiidae", VTO_0036426, ott701522
"Pangasianodon gigas", VTO_0036428, ott967329
"Pangasius sutchi", VTO_0036429, ott896075
"Pangasius hypophthalmus", VTO_0036429, ott896075
"Notropis volucellus", VTO_0040360, ott351735
"Notropis procne", VTO_0040362, ott351732
"Notropis baileyi", VTO_0040363, ott709022
"Notropis chihuahua", VTO_0040366, ott522918
"Notropis bifrenatus", VTO_0040368, ott439044
"Hybopsis bifrenatus", VTO_0040368, ott439044
"Notropis rubellus", VTO_0040379, ott565581
"Notropis simus", VTO_0040381, ott739305
"Notropis atherinoides", VTO_0040382, ott636312
"Notropis braytoni", VTO_0040404, ott1011060
"Notropis xaenocephalus", VTO_0040416, ott914937
"Notropis lutipinnis", VTO_0040418, ott703205
"Notropis ortenburgeri", VTO_0040421, ott842361
"Notemigonus crysoleucas", VTO_0040430, ott317376
"Notemingonus crysoleucas", VTO_0040430, ott317376
"Notemigonus crysoleucus", VTO_0040430, ott317376
"Coreoleuciscus splendidus", VTO_0040464, ott101438
"Couesius", VTO_0040479, ott583944
"Couesius plumbeus", VTO_0040480, ott583945
"Acrocheilus alutaceus", VTO_0040484, ott222024
"Hemitrema flammea", VTO_0040490, ott114467
"Hemitremia flammea", VTO_0040490, ott114467
"G. Siphateles", VTO_0040495, ott114472
"G. Gila", VTO_0040495, ott114472
"G. Temeculina", VTO_0040495, ott114472
"Gila atraria", VTO_0040497, ott945115
"G. atraria", VTO_0040497, ott945115
"Gila caerulea", VTO_0040498, ott945112
"Gila pandora", VTO_0040500, ott945136
"Gila robusta", VTO_0040501, ott945132
"Gila conspersa", VTO_0040503, ott945122
"Gila ditaenia", VTO_0040504, ott945118
"Gila orcuttii", VTO_0040506, ott945125
"Margariscus", VTO_0040511, ott114475
"Semotilus margarita", VTO_0040512, ott114473
"Lepidomeda vittata", VTO_0040527, ott114476
"Phenacobius crassilabrum", VTO_0040536, ott610368
"Phenacobius catostomus", VTO_0040537, ott636316
"Phenacobius teretulus", VTO_0040538, ott610367
"Phenacobius uranops", VTO_0040539, ott610364
"Phenacobius mirabilus", VTO_0040540, ott945111
"Phenacobius mirabilis", VTO_0040540, ott945111
"Barbus setivinensis", VTO_0040597, ott5554995
"Barbus barbus", VTO_0040636, ott627317
"Meda fulgida", VTO_0040657, ott114464
"Paracrossocheilus vittatus", VTO_0040668, ott221011
"Danionella translucida", VTO_0040698, ott650881
"Danionella mirifica", VTO_0040704, ott307762
"Horadandia atukorali", VTO_0040706, ott770348
"Notropis albeolus", VTO_0040712, ott538615
"Luxilus albeolus", VTO_0040712, ott538615
"Luxilus cardinalis", VTO_0040713, ott538614
"Notropis cerasinus", VTO_0040714, ott538613
"Luxilus cerasinus", VTO_0040714, ott538613
"Notropis coccogenis", VTO_0040715, ott538612
"Luxilus coccogenis", VTO_0040715, ott538612
"Notropis pilsbryi", VTO_0040716, ott538619
"Luxilus pilsbryi", VTO_0040716, ott538619
"Luxilus zonatus", VTO_0040717, ott538618
"Luxilus cornutus", VTO_0040718, ott96051
"Notropis chrysocephalus", VTO_0040719, ott96047
"Luxilus chrysocephalus", VTO_0040719, ott96047
"Notropis zonistius", VTO_0040720, ott538617
"Notropis zonatus", VTO_0040720, ott538617
"Luxilus zonistius", VTO_0040720, ott538617
"Boraras merah", VTO_0040722, ott22098
"Boraras maculatus", VTO_0040723, ott196417
"Boraras urophthalmoides", VTO_0040725, ott93187
"Boraras brigittae", VTO_0040726, ott22102
"Dionda episcopa", VTO_0040730, ott222452
"Sundadanio axelrodi", VTO_0040769, ott705431
"Paedocypris sp.", VTO_0040774, ott247371
"Alburnus alburnus", VTO_0040803, ott441740
"Microrasbora rubescens", VTO_0040819, ott953568
"Lavinia exilicauda", VTO_0040825, ott319963
"Orthodon microlepidotus", VTO_0040842, ott319966
"Microrasbora kubotai", VTO_0040860, ott521493
"Microrasbora nana", VTO_0040861, ott780671
"Eremichthys", VTO_0040864, ott319959
"Ermichthys acros", VTO_0040865, ott319960
"Ptychocheilus umpquae", VTO_0040879, ott1094737
"Ptychocheilus oregonensis", VTO_0040881, ott319970
"Relictus solitarius", VTO_0040884, ott894458
"Gyrinocheilidae", VTO_0040886, ott239841
"Cobitidae", VTO_0040895, ott178204
"Misgurnus nikolskyi", VTO_0040918, ott155534
"Misgurnus mizolepis", VTO_0040927, ott981672
"Misgurnus anguillicaudatus", VTO_0040933, ott312382
"Misgurnus fossilis", VTO_0040936, ott178208
"Acanthophthalumus angullaris", VTO_0040965, ott1061080
"Pangio anguillaris", VTO_0040965, ott1061080
"Cobitis koreenisis", VTO_0040978, ott540671
"Cobitis aurata", VTO_0040982, ott526930
"Sabajenewia aurata vallachica", VTO_0040982, ott526930
"Niwaella multifasciata", VTO_0040995, ott4138438
"Acanthopsis choirorhynchos", VTO_0041012, ott155545
"Acantopsis choirorhynchos", VTO_0041012, ott155545
"Lepidocephalichthys berdmorei", VTO_0041019, ott599630
"Lepidocephalus hasselti", VTO_0041020, ott599633
"Somileptes gongota", VTO_0041029, ott540655
"Cobitis taenia", VTO_0041092, ott14761
"Cobitis taenia taenia", VTO_0041092, ott14761
"Cobitis paludicola", VTO_0041092, ott14761
"Botia modesta", VTO_0041117, ott526761
"Botia macracanthus", VTO_0041127, ott225526
"Botia macracantha", VTO_0041127, ott225526
"Chromobotia macracanthus", VTO_0041127, ott225526
"Botia purpurea", VTO_0041129, ott544539
"Botia hymenophysa", VTO_0041143, ott375649
"Balitoridae", VTO_0041165, ott253760
"Noemacheilus posteroventralis", VTO_0041178, ott210578
"Noemacheilus postventralis", VTO_0041178, ott210578
"Noemacheilus toni", VTO_0041178, ott210578
"Barbatula toni", VTO_0041178, ott210578
"Nemacheilus spilotus", VTO_0041184, ott201091
"Noemacheilus breviceps", VTO_0041186, ott398520
"Schistura balteata", VTO_0041206, ott210565
"Noemacheilus botia", VTO_0041218, ott201101
"Vaillantella maassi", VTO_0041221, ott784842
"Noemacheilus stoliczkai", VTO_0041276, ott502550
"Noemacheilus masyae", VTO_0041297, ott974734
"Homaloptera smithi", VTO_0041329, ott599610
"Dinotopterus cunningtoni", VTO_0035508, ott896089
"Tanganikallabes mortiauxi", VTO_0035511, ott896086
"Clarias theodorae", VTO_0035526, ott370864
"Clarias batrachus", VTO_0035543, ott107857
"Clarias fuscus", VTO_0035544, ott565584
"Cranoglanididae", VTO_0035545, ott87876
"Scoloplacidae", VTO_0035548, ott194082
"Scoloplax distolothrix", VTO_0035550, ott210205
"Akysidae", VTO_0035551, ott36217
"Acrochordonichthys rugosus", VTO_0035553, ott315256
"Amblycipitidae", VTO_0035563, ott609229
"Liobagrus reini", VTO_0035565, ott804549
"Liobagrus reinii", VTO_0035565, ott804549
"Liobagrus mediadiposalis", VTO_0035566, ott671080
"Liobagrus marginatus", VTO_0035567, ott782163
"Liobagrus styani", VTO_0035570, ott516685
"Liobagrus obesus", VTO_0035574, ott671069
"Liobagrus andersoni", VTO_0035575, ott671072
"Liobagrus marginatoides", VTO_0035577, ott904307
"Amblyceps mangois", VTO_0035579, ott566361
"Xiurenbagrus xiurenensis", VTO_0035587, ott777020
"Amaralia hypsiura", VTO_0035590, ott119577
"Amphilliidae", VTO_0035591, ott609227
"Belonoglanis tenuis", VTO_0035594, ott9890
"Belonoglanis tenius", VTO_0035594, ott9890
"Phractura longicauda", VTO_0035597, ott9887
"Heptapteridae", VTO_0035614, ott618300
"Pimelodella chagresi", VTO_0035617, ott957297
"Goeldiella eques", VTO_0035646, ott502078
"Maculirhamdia stictonota", VTO_0035666, ott582525
"Ariidae", VTO_0035668, ott609233
"Galeichthys feliceps", VTO_0035672, ott626368
"Pimelodus peronii", VTO_0035672, ott626368
"Galeichthys peruvianus", VTO_0035673, ott480916
"Hemipimelodus borneensis", VTO_0035676, ott480910
"Pimelodus borneensis", VTO_0035676, ott480910
"Cephalocassis borneensis", VTO_0035676, ott480910
"Cephalocassis melanochir", VTO_0035678, ott52809
"Arius melanochir", VTO_0035678, ott52809
"Ariopsis felis", VTO_0035683, ott139650
"Arius felis", VTO_0035683, ott139650
"Galeichthys felis", VTO_0035683, ott139650
"Silurus felis", VTO_0035683, ott139650
"Arius solidus", VTO_0035686, ott992733
"Hemipimelodus bernhardi", VTO_0035686, ott992733
"Arius microstomus", VTO_0035686, ott992733
"Brustiarius solidus", VTO_0035686, ott992733
"Arius kanganamanensis", VTO_0035686, ott992733
"Brustiarius nox", VTO_0035688, ott466210
"Amissidens n.g. hainesi", VTO_0035690, ott466224
"Arius hainesi", VTO_0035690, ott466224
"Tachysurus emmelane", VTO_0035695, ott922472
"Arius spixii", VTO_0035696, ott922475
"Pimelodus spixii", VTO_0035696, ott922475
"Tachysurus steindachneri", VTO_0035697, ott922467
"Arius dasycephalus", VTO_0035702, ott347445
"Tachysurus evermanni", VTO_0035704, ott922478
"Arius fuerthii", VTO_0035704, ott922478
"Arius hypophthalmus", VTO_0035705, ott922481
"Cathorops hypophthalmus", VTO_0035705, ott922481
"Pimelodus sona", VTO_0035716, ott808
"Arius dioctes", VTO_0035717, ott516551
"Hemiarius dioctes", VTO_0035717, ott516551
"Cephalocassis stormii", VTO_0035718, ott466237
"Hemiarius stormii", VTO_0035718, ott466237
"Pimelodus sagor", VTO_0035720, ott828
"Hexanematichthys sagor", VTO_0035720, ott828
"Osteogeneiosus militaris", VTO_0035722, ott864853
"Silurus militaris", VTO_0035722, ott864853
"Silurus bagre", VTO_0035729, ott784556
"Bagre bagre", VTO_0035729, ott784556
"Genidens genidens", VTO_0035731, ott516562
"Bagrus genidens", VTO_0035731, ott516562
"Pimelodus barbus", VTO_0035733, ott516569
"Guiritinga planifrons", VTO_0035734, ott516578
"Notropis altipinnis", VTO_0040406, ott608188
"Cyclocheilichthys armatus", VTO_0040423, ott789513
"Cyclocheilichthys mekongensis", VTO_0040423, ott789513
"Cyclocheilichthys enoplos", VTO_0040425, ott797308
"Leptocypris niloticus", VTO_0040461, ott728242
"Chela oxygastroides", VTO_0040517, ott607160
"Oxygaster oxygastroides", VTO_0040517, ott607160
"Chelaethiops elongatus", VTO_0040663, ott133055
"Codoma ornata", VTO_0040691, ott913475
"Cyprinella ornata", VTO_0040691, ott913475
"Lepidocephalus thermalis", VTO_0040899, ott269596
"Leptobotia curta", VTO_0041133, ott857571
"Hemimyzon formosanum", VTO_0041316, ott953276
"Vanmanenia caldwelli", VTO_0041349, ott982244
"Aracana aurita", VTO_0042281, ott145257
"Eumesogrammus praecisus", VTO_0042463, ott1082789
"Zoarces gilli", VTO_0042527, ott1081638
"Lycenchelys hureaui", VTO_0042592, ott632919
"Anarhichas orientalis", VTO_0042660, ott1080100
"Pholis fasciata", VTO_0042674, ott792020
"Plagiotremus tapeinosoma", VTO_0042841, ott324197
"Plagiotremus azaleus", VTO_0042842, ott848609
"Plagiotremus rhinorhynchos", VTO_0042843, ott848614
"Vomeridens infuscipinnis", VTO_0043615, ott280419
"Pleuragramma antarcticum", VTO_0043721, ott303042
"Bovichtidae", VTO_0043726, ott215316
"Trichonotidae", VTO_0043783, ott193950
"Champsodon capensis", VTO_0043808, ott589737
"Lateolabracidae", VTO_0043928, ott960231
"Parascorpididae", VTO_0044236, ott436435
"Hapalogenyidae", VTO_0073942, ott3640059
"Pseudaphritidae", VTO_0075456, ott5558358
"Cheimarrichthyidae", VTO_0075880, ott5557297
"Symphysanodontidae", VTO_0045289, ott378192
"Lates microlepis", VTO_0045305, ott6362454
"Pseudoplesiops", VTO_0045987, ott798621
"Natalichthys (Congrogadinae)", VTO_0045990, ott776102
"Halidesmus (Congrogadinae)", VTO_0045994, ott1048895
"Banjosidae", VTO_0046089, ott439351
"Schuettea", VTO_0046298, ott339682
"Thorichthys affinis", VTO_0047293, ott492074
"Cichlasoma urophthalmum", VTO_0047388, ott969102
"Oxycheilinus arenatus", VTO_0049166, ott919453
"Doratonotus", VTO_0049169, ott763960
"Wetmorella albofasciata", VTO_0049264, ott1021415
"Centrogenyidae", VTO_0074348, ott1098787
"Badidae", VTO_0075821, ott5558400
"Pempheridae", VTO_0077005, ott42412
"Podothecus veternus", VTO_0052686, ott792026
"Enophrys diceraus", VTO_0052870, ott966566
"Parabembridae", VTO_0053092, ott279759
"Congiopodus spinifer", VTO_0053575, ott68869
"Apistidae", VTO_0053582, ott830833
  , VTO_0053603, ott331415
  , VTO_0053606, ott331421
  , VTO_0053611, ott546685
  , VTO_0053620, ott331448
  , VTO_0053621, ott331443
  , VTO_0053627, ott947175
  , VTO_0053628, ott947168
  , VTO_0053629, ott609962
  , VTO_0053630, ott609956
  , VTO_0053631, ott546690
  , VTO_0053633, ott546694
  , VTO_0053634, ott1072880
  , VTO_0053635, ott1072876
  , VTO_0053636, ott947159
  , VTO_0053638, ott947154
  , VTO_0053650, ott1067002
"Monopterus cuchia", VTO_0053650, ott1067002
"Monopterus fossorius", VTO_0053654, ott1037232
"Adrianichthys oophorus", VTO_0055067, ott935171
"Oryzias sarasinorum", VTO_0055083, ott322875
"Citharoides macrolepidotus", VTO_0055610, ott712274
"Cyclopsetta fimbriata", VTO_0055768, ott1024430
"Citharichthys spilopterus", VTO_0055836, ott908921
"Isonidae", VTO_0070392, ott5558319
"Zanclorhynchidae", VTO_0072882, ott5852314
"Synaptura marginata", VTO_0055975, ott790645
"Cyttopsis roseus", VTO_0056345, ott331284
"Zenion hololepis", VTO_0056359, ott68231
"Speoplatyrhinus poulsoni", VTO_0056959, ott421378
"Forbesichthys agassizii", VTO_0056961, ott421383
"Typhlichthys suberraneus", VTO_0056965, ott998455
"Amblyopsis rosue", VTO_0056967, ott421392
"Onuxodon", VTO_0057045, ott253126
  , VTO_0057204, ott617745
"Pangasius pangasius", VTO_0036439, ott216174
"Pangasius macronema", VTO_0036443, ott970414
"Pangasius sanitwongsei", VTO_0036446, ott334558
"Helicophagus waandersii", VTO_0036451, ott935993
"Trichomycteridae", VTO_0036452, ott967334
  , VTO_0036452, ott967334
"Trichogenes longipinnis", VTO_0036460, ott817998
"Vandellia cirrhosa", VTO_0036516, ott584232
"Pseudostegophilus nemurus", VTO_0036520, ott11520
"Sisoridae", VTO_0036523, ott967337
"Pseudecheneis sulcatus", VTO_0036537, ott343441
"Pseudecheneis sulcata", VTO_0036537, ott343441
"Glyptothorax sinense", VTO_0036551, ott785868
"Glyptothorax sinensis", VTO_0036551, ott785868
"Glyptothorax telchitta", VTO_0036570, ott558485
"Glyptothorax laosensis", VTO_0036581, ott1019963
"Glyptothorax major", VTO_0036583, ott1019915
"Glyptothorax platypogon", VTO_0036588, ott558490
"Glyptothorax platypogoides", VTO_0036591, ott558498
"Oreoglanis macropterum", VTO_0036604, ott777015
"Oreoglanis macropterus", VTO_0036604, ott777015
"Bagarius bagarius", VTO_0036609, ott800578
"Sisor rhabdophorus", VTO_0036613, ott918537
"Nangra viridescens", VTO_0036615, ott641167
"Nangra nangra", VTO_0036617, ott851180
"Gagata nangra", VTO_0036617, ott851180
"Gagata gagata", VTO_0036622, ott641165
"Heteropneustidae", VTO_0036627, ott87882
"Heteropneustes fossilis", VTO_0036629, ott700872
"Helogenes marmoratus", VTO_0036634, ott1020746
"Doradidae", VTO_0036635, ott87886
"Diplomystidae", VTO_0036714, ott87884
"Mochokidae", VTO_0036719, ott87890
"Atopochilus savorgnani", VTO_0036724, ott531339
"Euchilichthys dybowskii", VTO_0036727, ott531342
"Synodontis macrostigma", VTO_0036730, ott494913
"Synodontis pleurops", VTO_0036734, ott1020693
"Synodontis rebeli", VTO_0036737, ott629045
"Synodontis sorex", VTO_0036746, ott449468
"Synodontis schall", VTO_0036747, ott449471
"Pimelodus clarias", VTO_0036747, ott449471
"Synodontis brichardi", VTO_0036750, ott1001880
"Synodontis nigrita", VTO_0036751, ott1001872
"Synodontis zambezensis", VTO_0036754, ott577005
"Synodontis katangae", VTO_0036761, ott664982
"Synodontis batesii", VTO_0036762, ott582534
"Synodontis gambiensis", VTO_0036770, ott665002
"Synodontis njassae", VTO_0036774, ott56139
"Synodontis victoriae", VTO_0036776, ott56130
"Synodontis ocellifer", VTO_0036783, ott576997
"Synodontis unicolor", VTO_0036789, ott90753
"Synodontis schoutedeni", VTO_0036794, ott367531
"Synodontis nigriventris", VTO_0036795, ott315243
"Microsynodontis batesii", VTO_0036805, ott1001875
"Malapteruridae", VTO_0036806, ott87888
"Malapterurus sp.", VTO_0036807, ott55622
"Malapterurus electrieus", VTO_0036810, ott566351
"Malapterurus electricus", VTO_0036810, ott566351
"Malapterurus beninensis", VTO_0036812, ott582531
"Loricariidae", VTO_0036816, ott87895
"Upsilodus victori", VTO_0036822, ott925564
"Pterygoplichthys multiradiatus", VTO_0036838, ott1028769
  , VTO_0042075, ott36225
"Balistes vetula", VTO_0042083, ott564277
"Balistapus undulatus", VTO_0042095, ott85761
"Melichthys niger", VTO_0042106, ott183846
"Ostraciidae", VTO_0042243, ott36223
  , VTO_0042243, ott36223
"Acanthostracion quadricornis", VTO_0042273, ott179259
"Aracanidae", VTO_0042275, ott908274
"Kentrocapros aculeatus", VTO_0042277, ott1044214
"Triacanthodidae", VTO_0042291, ott36221
"Triacanthidae", VTO_0042298, ott36219
"Triacanthus biaculeatus", VTO_0042300, ott769903
"Pseudotriacanthus strigilifer", VTO_0042305, ott919140
  , VTO_0042306, ott811928
"Acanthuridae", VTO_0042308, ott460871
"Scatophagidae", VTO_0042386, ott512784
